"extId","Age","BioSex","Gender","Handedness","Education","Education_Note","Education_Year","SES_Ladder","Ethnicity","Ethnicity_Note","Occupation","Occupation_Note","Musicianship","LAQ_music","userCode"
"EW2240","19","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"7","White",NA,"School/training (not paid by employer)",NA,2,2,147502
"NG1428","31","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",NA,19,"8","Asian / Asian British",NA,"Paid activity (employed, self-employed, family helper)",NA,2,1,147504
"KA1365","30","Female","Female","Left handed; I perform most tasks, such as writing, using my left hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,15,"7","Other","Hispanic","School/training (not paid by employer)",NA,2,1,147503
"YU0785","25","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,16,"7","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,147600
"CA2680","18","Female","Female","Left handed; I perform most tasks, such as writing, using my left hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"7","White",NA,"School/training (not paid by employer)",NA,2,1,147526
"YA1703","19","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,3,"7","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,3,147547
"AR0464","19","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,15,"7","White",NA,"Paid activity (employed, self-employed, family helper)",NA,2,1,147599
"IN2473","18","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"6","White",NA,"School/training (not paid by employer)",NA,2,2,147570
"LY2811","18","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,13,"4","White",NA,"School/training (not paid by employer)",NA,1,3,147544
"IE0565","18","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"5","White",NA,"School/training (not paid by employer)",NA,2,1,147525
"SI0547","24","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,18,"7","Black / African / Caribbean / Black British",NA,"School/training (not paid by employer)",NA,1,1,147499
"UN1577","19","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"4","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,147634
"RU3177","25","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,17,"7","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,147612
"ER2636","18","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"7","White",NA,"School/training (not paid by employer)",NA,1,3,147652
"EN2058","18","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","Prefer not to answer",NA,11,"7","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,6,147610
"NY1117","33","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,17,"7","Black / African / Caribbean / Black British",NA,"School/training (not paid by employer)",NA,2,1,147521
"YA2120","24","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,12,"6","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,147519
"EY1994","22","Female","Female","My hand preference varies / I have equal ability in both hands","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,18,"6","Black / African / Caribbean / Black British",NA,"School/training (not paid by employer)",NA,2,1,147522
"IS0276","18","Male","Male","Left handed; I perform most tasks, such as writing, using my left hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,13,"7","White",NA,"School/training (not paid by employer)",NA,2,1,147527
"QI2574","22","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",NA,16,"5","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,147611
"ME2455","18","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"5","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,2,147598
"NG2907","19","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Diploma of higher education (DipHE); Foundation degree; Level 5 award, certificate, diploma, or NVQ",NA,15,"9","Asian / Asian British",NA,"School/training (not paid by employer)",NA,1,3,147635
"TH2817","22","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","Other (please specificy)","BSc, MBchB",17,"8","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,148363
"HI1771","23","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,19,"Prefer not to answer","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,147666
"UB1675","19","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"4","Black / African / Caribbean / Black British",NA,"School/training (not paid by employer)",NA,2,1,147542
"HI2999","25","Female","Female","Left handed; I perform most tasks, such as writing, using my left hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,17,"8","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,147653
"NA1268","29","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",NA,22,"6","White",NA,"School/training (not paid by employer)",NA,2,5,147691
"ES1102","19","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,15,"8","Mixed / Multiple Ethnic Groups",NA,"School/training (not paid by employer)",NA,1,5,147609
"IE2895","18","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"7","White",NA,"School/training (not paid by employer)",NA,2,1,147577
"AN2240","18","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"7","White",NA,"School/training (not paid by employer)",NA,2,3,147787
"JA2226","18","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"5","White",NA,"Paid activity (employed, self-employed, family helper)",NA,2,1,147571
"UL2052","22","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,17,"6","White",NA,"School/training (not paid by employer)",NA,2,1,147569
"YI2602","23","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,15,"5","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,3,147572
"AM1513","19","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,15,"5","White",NA,"School/training (not paid by employer)",NA,2,1,147608
"OR0339","18","Female","Female","Left handed; I perform most tasks, such as writing, using my left hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,13,"6","White",NA,"School/training (not paid by employer)",NA,2,1,147708
"LA1201","18","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"4","White",NA,"School/training (not paid by employer)",NA,2,1,147578
"MA1034","18","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"6","White",NA,"School/training (not paid by employer)",NA,2,1,147580
"DA0594","19","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,13,"6","White",NA,"Unemployed/job-seeking",NA,2,1,147597
"FA1171","35","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",NA,22,"6","Other","turkish","School/training (not paid by employer)",NA,2,1,147791
"CA2618","29","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,16,"6","White",NA,"School/training (not paid by employer)",NA,2,1,148013
"YS1669","18","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,13,"7","White",NA,"School/training (not paid by employer)",NA,1,5,147633
"IA0715","19","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Certificate of higher education (CertHE); Higher apprenticeship; Higher national certificate (HNC); Level 4 award, certificate, diploma, or NVQ",NA,11,"4","White",NA,"Paid activity (employed, self-employed, family helper)",NA,2,3,147629
"RO2840","34","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",NA,18,"8","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,147654
"EL2887","23","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,17,"9","White",NA,"School/training (not paid by employer)",NA,1,4,147693
"ES1586","18","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,13,"3","White",NA,"School/training (not paid by employer)",NA,2,1,147632
"NI2511","25","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",NA,17,"7","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,148019
"NI0447","18","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,7,"5","White",NA,"School/training (not paid by employer)",NA,2,1,147649
"PH0501","19","Male","Male","Left handed; I perform most tasks, such as writing, using my left hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"6","Mixed / Multiple Ethnic Groups",NA,"School/training (not paid by employer)",NA,1,4,147650
"KE1191","20","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,18,"7","White",NA,"School/training (not paid by employer)",NA,1,3,147988
"ER3038","21","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,15,"7","White",NA,"School/training (not paid by employer)",NA,1,6,147672
"HI2240","31","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,18,"6","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,147665
"AM2391","18","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"6","White",NA,"Unemployed/job-seeking",NA,2,1,147670
"NG1897","31","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",NA,18,"8","Other","Chinese","Unemployed/job-seeking",NA,2,1,147673
"IE1589","19","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,13,"6","White",NA,"School/training (not paid by employer)",NA,1,1,147675
"TH0246","18","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"3","White",NA,"School/training (not paid by employer)",NA,2,1,147674
"OM2797","18","Male","Male","Left handed; I perform most tasks, such as writing, using my left hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,13,"4","White",NA,"School/training (not paid by employer)",NA,1,6,147676
"SH1024","24","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,16,"Prefer not to answer","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,147705
"AN1217","22","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,16,"7","Asian / Asian British",NA,"Unemployed/job-seeking",NA,2,1,147687
"ZE1494","23","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Diploma of higher education (DipHE); Foundation degree; Level 5 award, certificate, diploma, or NVQ",NA,17,"6","Asian / Asian British",NA,"School/training (not paid by employer)",NA,1,1,147688
"BE0899","19","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,15,"7","White",NA,"School/training (not paid by employer)",NA,2,1,147694
"EW1418","20","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,16,"9","White",NA,"School/training (not paid by employer)",NA,2,1,147707
"RA2703","19","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,12,"6","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,147706
"IM1173","29","Male","Male","Left handed; I perform most tasks, such as writing, using my left hand","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",NA,20,"7","White",NA,"Paid activity (employed, self-employed, family helper)",NA,2,2,147789
"DA0321","28","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",NA,20,"7","White",NA,"Paid activity (employed, self-employed, family helper)",NA,2,2,147792
"NA0742","32","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",NA,19,"6","White",NA,"Paid activity (employed, self-employed, family helper)",NA,2,1,147790
"UA1744","20","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,16,"6","White",NA,"School/training (not paid by employer)",NA,1,4,148018
"CE2244","25","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,17,"6","White",NA,"Other employment situation","Student and part time paid job",2,1,148125
"YN2494","34","Female","Non-binary","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,19,"7","White",NA,"Paid activity (employed, self-employed, family helper)",NA,2,3,147989
"AN2885","19","Female","Female","Left handed; I perform most tasks, such as writing, using my left hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,12,"4","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,148127
"NI1880","24","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,18,"7","Other","South East Asian","Unemployed/job-seeking",NA,2,1,148544
"AN2632","23","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,19,"7","Asian / Asian British",NA,"Other employment situation","Student",2,1,148015
"ES0908","31","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",NA,19,"4","White",NA,"Paid activity (employed, self-employed, family helper)",NA,1,3,148014
"TY3111","31","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",NA,19,"3","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,148021
"OR2427","24","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",NA,19,"7","White",NA,"Paid activity (employed, self-employed, family helper)",NA,2,1,148396
"YA1310","18","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"6","White",NA,"Unemployed/job-seeking",NA,2,3,148113
"IE1220","19","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"6","White",NA,"School/training (not paid by employer)",NA,2,1,148030
"MI1958","20","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,16,"6","Black / African / Caribbean / Black British",NA,"School/training (not paid by employer)",NA,1,1,148117
"YA1806","26","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",NA,19,"7","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,148116
"LA2498","19","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"6","White",NA,"School/training (not paid by employer)",NA,2,1,148292
"IN2705","19","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,15,"8","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,148028
"UN2428","25","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",NA,18,"5","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,148031
"ER1830","18","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"6","White",NA,"School/training (not paid by employer)",NA,2,1,148316
"AS2138","20","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,16,"7","White",NA,"School/training (not paid by employer)",NA,1,5,148073
"IE0313","18","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"6","White",NA,"School/training (not paid by employer)",NA,2,1,148317
"IR1090","19","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,15,"5","Asian / Asian British",NA,"Unemployed/job-seeking",NA,2,1,148087
"IA2245","21","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,16,"6","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,148084
